,AirT,PP2,PP7,WFPS25cm,NH4,NO3,DAF_TD,Year,DAF_SD,Month
2264,18.68650729971899,0.0,9.167760327003633,0.3774765868853524,8.30889723987187,7.360769883982025,400.75103208107674,2010,362.7854194054066,7
338,-0.916,9.91,9.91,0.4520875517201194,7.168000559459458,8.076576143243242,484.4,2012,445.6,11
2792,12.020052983979417,0.1362156206868424,3.7686321723359724,0.32926599956208846,5.353294281616227,4.748180435351352,366.01059679588343,2004,175.01059679588343,9
51,11.62,0.0,0.0,0.2865552536231884,4.15528125,19.615546875,160.0,2005,120.0,10
964,9.4,0.0,14.0,0.7385408549649491,10.409098,24.473875,331.0,2016,284.0,3
506,24.6,0.0,0.0,0.5474401740641103,36.714853,61.238635,49.0,2013,12.0,6
1150,9.7,2.0,21.0,0.8026702338969833,10.788732,18.996316,172.0,2016,133.0,10
194,15.2,0.0,32.510000000000005,0.677353974629762,12.906341,41.035709,28.0,2012,358.0,6
1957,16.895647871639735,0.0,7.714398072486813,0.3128466368415657,7.359770119804601,11.455535992463552,402.76955083632083,2007,363.851341618131,6
2627,23.9685206305325,0.0,29.526242934633498,0.2809415748797986,4.912882804965227,3.8935195330146093,60.36592046673883,2007,35.78864015557961,5
1854,17.04915998961293,4.137613647739565,58.484222699515456,0.3594697504430993,2.8775736726023484,4.976407188323807,476.3484072995686,2007,436.0904437974114,8
2309,22.647093334809384,0.0,4.459090245281402,0.15802425166623368,11.043869245371823,14.007939085166676,391.25942195891884,2012,352.4594219589189,8
656,0.0,9.65,21.08,0.6908474384887253,8.811828,19.449754,229.0,2013,192.0,12
762,20.1,0.0,11.68,0.680621666066126,10.760481,28.71836,29.0,2014,361.0,6
150,26.43,0.0,10.420000000000002,0.40668951612903237,19.404000000000003,61.6495,38.0,2011,38.0,8
899,4.5,4.0,4.0,0.650608088323373,10.636157,23.047165,253.0,2016,206.0,1
1890,19.036485636933733,10.70697529193076,78.01447947610541,0.5742209815327198,8.233975609139303,24.993094161139407,163.71987384279166,2008,147.0174224888603,5
1238,7.1,23.0,3.0,0.7645209660245972,9.565391,24.927069,356.0,2017,317.0,4
161,10.81,10.42,10.42,0.41459057971014496,4.373562499999999,5.587999999999999,187.0,2011,147.0,11
1934,16.394293013369634,0.0,16.02504265623665,0.5246878879286129,5.757180881741704,12.84256893349355,438.6012678524919,2007,393.48458618881955,8
543,17.1,4.32,25.15,0.5349380202412277,2.971846,14.901339,90.0,2013,53.0,8
1004,12.8,0.0,39.0,0.7086105249359761,10.27002,25.130255,373.0,2016,326.0,5
507,23.4,45.97,45.97,0.7069783074422124,34.350271,51.692358,52.0,2013,15.0,6
1848,5.394441858581647,8.57929283189538,27.988992937181287,0.5091345082206741,3.6916774139811417,2.5017083417644557,340.44418585816476,2009,303.44418585816476,4
35,22.35,0.0,0.0,0.3292336956521739,4.0719375,5.822156250000001,342.0,2004,151.0,9
2188,15.574443658537641,0.6912583936815838,3.0062248189552485,0.43447472299648837,8.564686640057559,4.158149035928632,392.9241266788499,2009,355.9241266788499,6
862,10.4,19.05,67.31,0.7126050267231681,6.097956,14.086529,149.0,2014,110.0,10
2976,21.922817452568573,0.23254610945657575,1.4738668049049084,0.5444775672838769,18.777449681127372,21.131343665450554,19.512532568865502,2012,80.09032851827297,5
122,20.5,0.0,15.49,0.7996503225806453,11.7425,59.202,77.0,2010,77.0,8
1886,18.31399959288644,0.0,12.475777970138019,0.528160349757629,5.6261038928842595,15.724958960518254,439.9110646881159,2005,391.0358355830876,7
1664,4.129930095943814,1.5197431422777332,18.709884039118315,0.41495886472716936,5.618244675726547,7.307951388266462,532.3289119734794,2005,491.6040508970361,10
3066,8.58410170130196,8.288615250414075,20.27839933362075,0.45172617201054155,4.947839448292947,6.536558015985497,278.30431588965223,2006,609.6831526914931,2
1563,19.90098266145523,1.5918307733080477,10.07469695768911,0.28858934449824647,5.311436189257576,18.169824528962728,432.884395309708,2003,380.884395309708,7
970,0.4,34.0,45.0,0.7579725973202105,10.562174,24.348008,337.0,2016,290.0,4
1904,16.804154701284027,0.29635823593515787,10.234276328497472,0.24957133524956113,4.34213817204193,6.128636430965639,497.8668235334498,2003,448.66705883362454,9
3384,18.87791091401698,0.0,6.779950914229127,0.31554948945214906,13.54534026661573,19.32279401558245,29.46667387742756,2008,10.084447809466194,4
3345,20.391796871311474,0.0,26.929759878157764,0.33823499385920175,5.36483640215583,9.000126326596256,40.567566924969775,2011,32.127185266141495,5
3319,19.209345299188897,0.0,14.584826496753177,0.32787100791379725,12.340720870059286,23.22478310974202,17.341025639430594,2009,4.425811965067609,4
224,24.6,0.0,0.0,0.3736800512976781,22.400866,113.816969,61.0,2012,27.0,7
1791,20.830002794884955,0.7776691226544615,3.852752551630477,0.2728800616980084,8.159357372090778,10.943663437744103,381.8686996002811,2008,342.3338941300564,6
2698,16.093579143673377,0.0,12.867676349935094,0.3402361129287821,4.863796044563231,5.228952898405734,327.4207386082043,2004,136.42073860820432,8
3107,19.207202754755492,10.815701123432177,27.363772199518785,0.3950517778745973,15.462713993390535,6.730707773518617,156.89310035636586,2009,145.13949983801552,9
396,-6.5,12.7,43.7,0.6638777253082886,8.823323,26.447777,252.0,2013,218.0,1
1145,12.1,0.0,14.0,0.7524144561737199,10.559074,18.673775,167.0,2016,128.0,10
1320,19.154015880864467,1.148281162136524,5.555155951264181,0.36139404245273954,5.072813995607744,9.100835033731471,382.4502977662088,2005,340.1500992554029,5
2235,19.590571685515844,14.864921460044513,20.551236373219147,0.33520776317964407,4.821991723910021,23.183284775924744,422.1230083978174,2006,382.1230083978174,7
542,19.5,4.32,25.15,0.5745177644721334,3.185647,15.175118,89.0,2013,52.0,8
1893,10.260661429176661,0.0,0.014358265072232035,0.37284984443904867,5.9432547417411286,26.11730430884733,341.0415633988933,2003,289.1662535955732,4
1311,8.28560952056557,2.15076439439843,18.255869288417188,0.39020289855072465,4.911389161749503,4.398946616461931,350.5011990915994,2011,311.18854920514946,4
685,-2.5,3.3,4.06,0.6861251938274253,10.159741,20.844862,310.0,2014,273.0,3
734,14.8,0.5,1.77,0.6351998602433669,10.624514,25.334023,369.0,2014,332.0,5
1772,17.611385992865824,2.83799126790771,53.43162259437629,0.36827002989761604,3.0501854138318953,5.027102707270107,470.61052622609895,2009,433.61052622609895,8
42,7.33,0.0,0.635,0.25607065217391306,8.030765625,3.7167343749999997,574.0,2005,383.0,5
2385,25.964592934174526,3.563207288045084,12.296766556048913,0.22920664274674418,7.296347914887875,10.740802951410116,445.00405359282627,2006,406.0,7
780,22.4,0.0,48.769999999999996,0.6765579676643946,42.953719,44.7737,48.0,2014,9.0,6
210,20.8,1.52,4.32,0.5191740996963803,37.928038,71.227026,45.0,2012,11.0,6
2161,19.268927772392793,13.413714909914328,19.44401952386056,0.33211138849538885,4.796446472264465,23.517048993017415,421.0226476423964,2006,381.0226476423964,7
1402,3.4381981993284856,2.731466602555618,11.591008709985742,0.4185945838958021,4.956195091830149,11.282630042862401,545.4479651851494,2004,497.56725690234066,10
3138,20.118093971249625,13.39728505189472,30.272460042682468,0.33918710957754133,4.408759412678123,14.740655722278937,168.4096229856978,2007,143.4096229856978,8
2204,2.967489837105738,4.380386869400373,8.700101742364525,0.5523526032873797,6.151400231843942,10.379214806111158,537.9001885798186,2012,499.3837584839519,1
1016,19.3,0.0,0.0,0.695790422189275,19.303343,36.401746,15.0,2016,342.0,5
2905,20.687342007912157,22.615101130583707,65.30136598562648,0.41094496717649054,2.755479998135568,4.22542387490879,59.40719850987364,2010,50.40719850987364,6
1541,5.838276607775074,0.04876821436262114,24.44350994947399,0.3915407429405895,3.9702790483344224,2.290313430892097,332.16457215195487,2008,295.0,4
2449,21.48718290324294,1.6117294623015705,28.273296134856338,0.3650493047628389,7.2149814352504915,13.642901242821635,66.11246864794911,2013,58.71246864794911,7
1256,11.5,13.0,5.0,0.7525085972329038,18.824019,37.123922,11.0,2017,337.0,5
1790,21.230855535512486,0.0,10.949912549750938,0.3949598141876815,5.043782235869558,18.210736130506014,404.0241729149547,2006,364.0241729149547,6
3116,19.00914249430017,0.0,16.30619423959096,0.35002713843236155,4.59616292233156,5.711221532071557,309.5493522986356,2004,118.54935229863558,7
969,5.4,33.0,43.0,0.7626776246242938,10.459586,24.349932,336.0,2016,289.0,4
3096,13.556369851413903,2.461996764432677,6.7819967644326775,0.3796841017232757,10.55112115719169,8.186279406422441,156.64722116527093,2013,149.24722116527096,9
2829,19.88031510437305,0.0,13.989242799522131,0.34140462225976526,4.7048434538763715,6.071442960333039,305.5894767983043,2004,114.58947679830432,7
761,19.9,0.0,11.68,0.6451176389980745,11.104218,30.014045,28.0,2014,360.0,6
3284,6.86382638019634,0.3021069747055223,7.527266967131629,0.40244311318435183,6.921003340706791,8.840159526955949,192.31999865819378,2012,184.68305201136593,10
3021,18.79096397749931,13.397892471255048,46.22587602022373,0.4155218507906923,7.116539206023868,9.871383673902482,54.83388239399295,2011,46.74769071812842,6
2752,12.604955238560393,1.8903891896022902,3.948155025236664,0.3345472792570019,13.883888345906467,6.50651648577455,174.06708999139406,2010,165.06708999139406,10
492,19.9,0.0,1.27,0.6315372625801172,10.980224,32.862164,34.0,2013,363.0,6
1773,17.807288367971292,0.0,1.29947487836268,0.38341411911316947,6.906248916207724,7.130333054238937,362.3357244921973,2006,323.0,5
2334,4.79781142944301,1.7973162717524738,20.659122062050283,0.4139278872312943,5.551933020570342,6.657753554155637,528.9348332437423,2006,489.2609122052567,10
1275,18.1,0.0,8.0,0.536841492987951,28.162598,41.0541,50.0,2017,8.0,6
280,24.9,2.03,7.619999999999999,0.35088618388078247,4.091495,18.257964,118.0,2012,84.0,9
89,14.48,85.6,260.09000000000003,0.4267844202898551,6.802437500000001,6.838723214285714,126.0,2008,89.0,9
881,-0.501,18.03,18.03,0.6551127688172045,4.367251333333333,0.9634436666666667,186.0,2014,161.0,11
273,21.316666666666674,11.046666666666667,11.046666666666667,0.4350286795532747,9.992203059950363,10.679397833333333,114.33333333333333,2012,80.33333333333333,8
1925,24.673044291805414,5.332085591478628,28.278105024825432,0.3215712420942574,4.486188519405939,9.141425167538678,455.0934404765159,2007,416.5292468675447,8
3392,13.822605251706362,3.7691470733943246,40.45919003629415,0.466581718512381,7.0898118461297095,3.647452092571074,212.3123553239897,2004,21.312355323989678,4
2600,10.59898704188889,2.9223672812263652,27.11490861282739,0.38594161828849616,10.513476516033021,7.080831383763755,67.63750950114523,2006,654.480792688499,3
535,17.8,1.27,25.92,0.5181724664991051,5.282608,19.634726,82.0,2013,45.0,7
130,4.69,1.01,3.29,0.36581521739130435,11.350879360238626,5.642612235915495,198.0,2010,189.0,11
381,-4.7,1.27,4.319999999999999,0.6082067220895382,8.80343,25.946064,236.0,2012,202.0,12
1277,22.3,14.0,20.0,0.5369159929505322,28.734216,40.123768,52.0,2017,10.0,6
1666,23.174700730743943,0.0,5.751605165338662,0.12456837986554882,12.119626800781667,29.424832562648696,359.0915849004637,2011,319.5376813238195,6
1146,9.6,0.0,1.0,0.7558587027860946,10.56239,18.794754,168.0,2016,129.0,10
590,10.8,1.02,7.630000000000001,0.46167425172853643,4.73614,15.118233,139.0,2013,102.0,9
486,11.9,4.83,68.32,0.7023774579433031,14.250297,37.927208,28.0,2013,357.0,6
2582,20.124427334294232,17.958653696326607,73.9564486876523,0.4056851267243246,2.503581843866408,4.4356243250003855,56.38773282763189,2010,47.38773282763189,6
3543,21.467117284784365,0.18576178559937118,0.18576178559937118,0.07437620948421898,6.59499618942866,9.555740523995402,107.73628890711797,2007,82.73628890711797,7
1086,23.0,75.0,100.0,0.7339176914608474,2.969621,13.557091,99.0,2016,60.0,8
2533,9.582395961424979,3.997967972928927,4.247967972928927,0.384654690653537,4.0332778269286855,5.839945485454657,701.2750042781515,2012,661.8200034225212,4
308,11.1,0.0,0.25,0.4398732267945459,7.206853,21.473481,146.0,2012,112.0,10
3247,19.599478767220027,0.0,8.864957571203057,0.17783365736840295,6.633251634672989,10.901607812156922,114.69694627742238,2008,92.8636451459666,7
2373,5.312342291099545,0.23797677571379589,24.237042703249216,0.39350188385805485,3.849163198896029,2.0169158935215368,332.2342291099545,2009,295.2342291099545,4
225,23.8,6.1,6.1,0.3598126395174116,19.778772,112.130017,62.0,2012,28.0,7
2676,7.728026941126537,0.027934148597857714,2.6378444775574335,0.5310472755784443,9.806622837800692,6.206814928043485,195.0550868508684,2004,4.055086850868396,4
2305,18.884104319978746,1.2026620286253136,6.292222262598495,0.3702957823900098,5.245521663093208,8.111588708601241,379.9543964446806,2006,339.9543964446806,5
2771,13.751014744853148,0.5118168146365116,2.1296885068945115,0.32895138341544866,6.675783927502466,16.714476794792425,703.1059662142104,2010,665.7880675715791,4
19,19.91,0.0,9.524999999999999,0.5310472755784443,5.51712946428572,18.121312500000002,441.0,2003,389.0,7
1717,12.235060970692519,0.0,0.7515740847985214,0.3324879369500444,5.717809255025236,16.005697946494237,352.5747646938081,2004,306.2757059185757,4
1572,8.941418327478157,0.14874603460193844,0.2974920692038769,0.3315501385348645,4.900530054724819,12.485993811304676,346.86019033910696,2008,302.0,4
168,-3.8,0.0,8.129999999999999,0.6868723517556334,10.849792,23.271978,286.0,2012,251.0,2
2066,9.116864380605724,1.627917754882053,1.8151827942396954,0.43801496943739526,4.920525909418241,8.489098737446,522.7785636209618,2003,471.3317535621714,9
452,-2.7,5.34,20.83,0.6676617729256693,9.660296,27.521186,313.0,2013,279.0,3
1193,-7.6,1.0,15.0,0.7592069438448769,11.140153,21.815348,269.0,2017,230.0,2
2231,20.371012060204777,0.0,0.5065488508260647,0.11380917874396136,6.724432251307027,13.675183302621836,445.2514056391733,2004,396.9943774433068,7
1379,0.5821943681430909,9.019137994221888,9.019137994221888,0.4328223093173334,6.8122834754064545,7.781225170644255,484.9933087021327,2011,446.3551201663508,10
3236,5.784008917234333,5.759287335814625,20.618410807146596,0.4375982273248734,8.508439180781854,7.410301961576899,659.3644206661614,2008,619.6759479098321,2
3322,8.020142042677358,0.0,2.4806723121867322,0.5214915734886701,9.728467491208999,6.336367870798203,193.17812612226973,2004,6.055447451798254,4
713,13.7,0.76,0.76,0.6332854519648717,10.216401,22.306353,341.0,2014,304.0,4
674,-10.1,0.25,26.16,0.6775477789469004,9.231097,19.69323,248.0,2014,211.0,1
3363,16.303056998750204,21.681729691564335,21.751449828158158,0.3350834141253492,5.628439571105982,13.944184234207773,182.63509177677454,2007,157.63509177677454,9
1938,19.441468947623306,9.78351041434761,15.360954861558923,0.29935019047948863,6.580792626553843,19.826780995930818,422.10060422208403,2006,382.8008056294454,7
3130,23.469648040200244,0.05276755827943711,0.05276755827943711,0.07691280015455867,6.1478119571977325,4.1683182956195175,78.18544315072718,2007,53.185443150727174,6
3450,22.435378066089694,0.0,13.288905802103828,0.2724128472335604,3.9751005360068055,15.990610492056199,141.22035142291182,2007,116.2203514229118,8
1413,9.790601425099329,2.2034047530963106,20.952596208030766,0.40849365942028987,5.616001678242886,4.5916050594137,505.9599049933781,2006,466.6948693658949,9
2516,17.30159535242425,0.0,37.685798467724936,0.3922652075889696,10.439743472239213,17.243217842727685,37.753946528597965,2012,29.947664658860234,5
925,-6.6,0.0,5.0,0.5891500452566732,10.613519,23.630262,290.0,2016,243.0,2
488,16.5,0.0,11.68,0.668909045608405,13.279843,36.972971,30.0,2013,359.0,6
2146,17.935235931738248,0.8549593150387218,4.90832757842374,0.26216757246376815,8.138318566453403,11.418635732191152,422.201963964049,2006,377.9372555713787,6
1075,24.8,0.0,22.0,0.4639919385182426,3.164869,16.706654,88.0,2016,49.0,8
640,3.0,2.29,2.8,0.6908474384887253,8.629403,18.997692,213.0,2013,176.0,12
3528,18.731568506222974,0.0,3.3337656770312467,0.31010901387077394,14.077231074734485,17.599899515879077,34.820664406476574,2007,12.582976723022401,4
2314,17.068378035046422,0.0,8.422167731109724,0.44031843176663177,7.454281112032014,9.578606633695792,398.5645664719643,2007,360.12913294392865,6
2675,22.362900653507516,0.0,26.38926257089679,0.343490052978345,4.7103467358649835,12.70319043809829,146.95061214660956,2009,128.8935204450214,8
3020,16.683120030176944,17.32716250655637,87.5178569338765,0.40535924745762586,7.416328800104295,9.938707055182231,37.62687821438568,2010,28.626878214385677,5
1637,24.37604063850042,2.1397986997408838,6.979819568202407,0.1831083587986879,5.361122738574068,14.60165011781394,446.0,2004,398.8139453312506,7
1417,16.913615988056055,0.0,6.4202919936510146,0.49466276326858216,8.576828477543021,6.569167302423081,399.4243556219108,2008,361.8487112438216,6
1630,17.216568729852764,0.0,10.339041811151017,0.3882816152429943,6.379398236785082,12.460262143890738,397.7412848341513,2006,358.48256966830263,6
406,-8.4,0.0,4.57,0.5453291883983119,8.802337,26.728428,262.0,2013,228.0,1
800,19.4,0.0,11.68,0.5904809173148586,8.559542,21.024913,70.0,2014,31.0,7
1810,5.436536647691623,7.463876594531052,30.58675565087443,0.4920539811957785,4.170114782634445,3.0513323360010767,338.2848693231727,2009,300.488769892424,3
531,22.4,10.42,49.29,0.6117244004795843,8.464248,26.162728,78.0,2013,41.0,7
2080,18.070298339292716,0.0,6.532138106664894,0.4983581510956735,8.226724071001351,8.135690931977104,401.27046203557734,2008,363.50818481423096,6
3474,18.581937159189934,0.0,0.0,0.30606286909112423,14.633630472302961,16.183647682677254,39.39788227426973,2007,15.968925075887782,5
1881,5.315585953359224,0.0,24.456219676178684,0.39003261298885444,3.901795198056456,2.0677556976991536,331.8882809328155,2009,294.80449163242713,3
2176,26.612232602745227,0.0,1.4756934122867327,0.2614451968734056,16.03435850559652,25.028782161266246,345.27174408819843,2011,306.0869763527938,5
1864,5.831685232681537,0.2138054232301383,3.92111139628733,0.3484891506155925,4.875783619383569,4.2834761962914305,340.55221692920554,2011,300.98655185044385,4
564,26.6,0.0,19.81,0.5531896905531782,2.028621,13.057522,113.0,2013,76.0,8
1047,23.3,0.0,4.0,0.5462652113987018,30.207499,57.866119,57.0,2016,18.0,7
714,8.3,8.120000000000001,8.88,0.6772498080244261,10.112696,22.281812,343.0,2014,306.0,4
3502,20.809595748159193,0.0,6.74294132490399,0.34010374419109435,4.215307570260704,5.638234604386458,332.01589836769847,2004,141.01589836769847,8
1006,10.3,0.0,29.0,0.7157767039745687,12.131052,26.726304,1.0,2016,328.0,5
1922,17.05577857074007,0.0,1.8354893787216668,0.2860109393932408,9.824423585046533,7.381536406170708,411.6397484919154,2008,374.12965417638367,6
875,10.5,0.0,9.899999999999999,0.6784363665681566,8.022644,15.786665,178.0,2014,139.0,11
1414,16.378354208545183,0.0,1.565892016925237,0.32802006704687464,6.852724246724874,10.632947778126413,371.06320535743845,2004,326.6650933442902,5
2747,16.848602793162023,0.0,1.0089765007494584,0.2987490942028985,5.513641205280482,6.177712351366626,328.0538301537364,2004,137.05383015373636,8
722,9.2,5.59,7.37,0.623410416822145,9.930359,22.813824,351.0,2014,314.0,4
207,27.24,1.53,3.8200000000000003,0.3856988661290323,33.007633600000005,73.89097159999999,45.0,2012,11.0,6
1834,17.949533005785277,0.023812932352112015,0.04762586470422403,0.3662638262186029,12.827820205267663,14.475890875204536,332.4096683317295,2012,293.4953662564394,5
1276,22.6,14.0,8.0,0.5385717258652464,28.947468,41.007187,51.0,2017,9.0,6
109,19.41,0.0,19.310000000000002,0.335330615942029,11.611428571428572,25.58709821428572,10.0,2010,1.0,4
