,Experiment,DataUse,Replication,Month,Vegetation,Year,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
41,BCSE_KBS,Building,R1,June,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.1146152878155529,1.057264918448884,-1.0638215493283492,-1.6297884279507058,-0.5835147095837135,1.986931982250844,1.950161030694337,-0.9910379121449165,0.851278284826554,-0.8169319458772671
42,BCSE_KBS,Building,R1,June,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.1146152878155529,1.6447629868984082,-1.0497160338657967,-1.606995828548142,-0.6350984846500772,1.9165923416853903,2.0073632155329078,-0.9910379121449165,0.851278284826554,-0.8169319458772671
43,BCSE_KBS,Building,R1,June,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.662025221158632,1.4439233692304874,-1.0357699333186459,-1.5848584233694147,-0.7137415578988188,1.8775390691943896,2.0474233170893155,-0.9910379121449165,0.851278284826554,-0.8169319458772671
44,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,1.561934993807546,-0.9948416483001133,-1.5218896144022858,-0.7925955622303189,1.6948234733501952,2.1449136343829425,-0.9910379121449165,0.851278284826554,-0.8169319458772671
45,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,1.8347399481855071,-0.9814878124883087,-1.5019135206533483,-0.8216842170604706,1.6163204025129003,2.185746860196584,-0.9910379121449165,0.851278284826554,-0.8169319458772671
46,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,2.037549365074447,-0.9682717245267793,-1.4823881336880913,-0.8997999772652648,1.5252211303534067,2.226619897152459,-0.9910379121449165,0.851278284826554,-0.8169319458772671
47,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,2.037549365074447,-0.9551896247032451,-1.4632851152223676,-0.9125307541098109,1.4366874231013325,2.263280173047744,-0.9910379121449165,0.851278284826554,-0.8169319458772671
48,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,2.07343814608198,-0.9422379176103727,-1.4445789610738822,-0.9750371937804242,1.3434629413891266,2.2972062107629054,-0.9910379121449165,0.851278284826554,-0.8169319458772671
49,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.662025221158632,2.0016898408916193,-0.9294131623588666,-1.426246620467296,-0.9970017886710373,1.2753303500530262,2.322876739633299,-0.9910379121449165,0.851278284826554,-0.8169319458772671
50,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.662025221158632,1.3497877722746607,-0.9167120635237276,-1.4082671785856804,-0.9672339777572463,1.3523490096681678,2.3251428135221994,-0.9910379121449165,0.851278284826554,-0.8169319458772671
51,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.0304002403604673,-0.39967827687644214,1.2559029825361894,-0.9041314627578598,-1.3906215899911984,-1.0369906752766327,1.1940813071711307,2.304741886750837,-0.9910379121449165,0.851278284826554,-0.8169319458772671
52,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.0304002403604673,-0.39967827687644214,1.1739653318090693,-0.8916683310140676,-1.3732924533010087,-1.0592044216522196,1.1473912026125292,2.308823882798482,-0.9910379121449165,0.851278284826554,-0.8169319458772671
53,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.39967827687644214,1.197355617532819,-0.8793197613225281,-1.3562638195795824,-1.1011736195210653,1.0677828282382122,2.2981598456809293,-0.9910379121449165,0.851278284826554,-0.8169319458772671
54,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.39967827687644214,1.2559029825361894,-0.8670829620761669,-1.3395210284836803,-1.109935554676085,0.9999500033577573,2.2957434756705903,-0.9910379121449165,0.851278284826554,-0.8169319458772671
55,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.39967827687644214,1.2676246169179861,-0.854955250781094,-1.323050567403549,-1.1384239328600976,0.9456272733786069,2.2924147288832804,-0.9910379121449165,0.851278284826554,-0.8169319458772671
56,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.39967827687644214,1.4203663445646508,-0.8429340482334606,-1.306839949777772,-1.1259311622029176,1.0177928994242582,2.2825751333987014,-0.9910379121449165,0.851278284826554,-0.8169319458772671
57,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.086985979015887,0.1332609797432398,1.3968246646313955,-0.8310168730878138,-1.2908776094877894,-0.8629988830303097,0.9604322639884176,2.2850300604495586,-0.9910379121449165,0.851278284826554,-0.8169319458772671
58,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.086985979015887,-0.32306429242014073,1.6447629868984082,-0.8192013367853642,-1.275152808811063,-0.6346682553710125,0.8884088731467437,2.2866948691145335,-0.9910379121449165,0.851278284826554,-0.8169319458772671
59,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.32306429242014073,1.9658598315654516,-0.8074851388135305,-1.259655557865818,-0.7817644803714584,0.7629272945976294,2.273652925860071,-0.9910379121449165,0.851278284826554,-0.8169319458772671
60,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.32306429242014073,1.621079677047608,-0.7958660622707809,-1.2443765438425056,-0.8943042419807502,0.6747134258806883,2.2671179248870197,-0.9910379121449165,0.851278284826554,-0.8169319458772671
61,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.32306429242014073,1.138910998949609,-0.78434196971316,-1.2293070686080578,-0.7092903730689991,0.7142473106378144,2.250954005522715,-0.9910379121449165,0.851278284826554,-0.8169319458772671
62,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.4444255941589514,0.625942915565244,1.0223379732688676,-0.772910799261002,-1.2144389935041136,-0.3671905477996342,0.7194429283934947,2.2547159187387855,-0.9910379121449165,0.851278284826554,-0.8169319458772671
63,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.4444255941589514,0.625942915565244,0.9642137599592382,-0.7615705609462602,-1.1997646903515662,-0.6162378647414158,0.6691578880460994,2.2230230090318797,-0.9910379121449165,0.851278284826554,-0.8169319458772671
64,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,0.3370133844204226,1.3615411526337473,-0.7503193332825715,-1.1852769978300342,-0.771523205957156,0.567972931977124,2.17901819628362,-0.9910379121449165,0.851278284826554,-0.8169319458772671
65,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,0.3370133844204226,1.7871618834956322,-0.7391552600417408,-1.1709691825292887,-0.9242237558191754,0.4355579019506296,2.1434857326250585,-0.9910379121449165,0.851278284826554,-0.8169319458772671
66,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.6105002627233163,0.34908008872007495,1.5383028107634842,-0.7280765472217043,-1.156834904075752,-1.0270257817322923,0.3438337532170465,2.106585691151165,-0.9910379121449165,0.851278284826554,-0.8169319458772671
67,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.6105002627233163,0.34908008872007495,1.2559029825361894,-0.7170814601923075,-1.142868183825203,-1.1316848329815232,0.23236948837257562,2.0609458215750585,-0.9910379121449165,0.851278284826554,-0.8169319458772671
68,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,0.34908008872007495,1.4203663445646508,-0.7061683210063429,-1.1290633766862264,-0.89881489809167,0.24890729510771792,1.9990466166315413,-0.9910379121449165,0.851278284826554,-0.8169319458772671
69,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.2158690251372564,-0.1064756284241641,0.9526021815730158,-0.6953355058643569,-1.1154151457003756,-0.7926310518965121,0.1810116175158005,1.9407959187839146,-0.9910379121449165,0.851278284826554,-0.8169319458772671
70,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,1.2698632118872089,-0.014181873307450462,1.0223379732688676,-0.6845814427226359,-1.1019184390566883,-0.8903701505133487,0.12335564181144702,1.9122281775838783,-0.9910379121449165,0.851278284826554,-0.8169319458772671
71,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,0.13107416526637683,-0.014181873307450462,0.9874502350125425,-0.6739046090346491,-1.0885684692617872,-1.0128989002886002,0.006984553966465362,1.8496412126734654,-0.9910379121449165,0.851278284826554,-0.8169319458772671
72,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.014181873307450462,1.2441853819186142,-0.663303529616988,-1.0753606942237346,-1.0990757936247852,-0.13013109478807716,1.7828388606612224,-0.9910379121449165,0.851278284826554,-0.8169319458772671
73,BCSE_KBS,Building,R1,July,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.03165499724010894,1.2441853819186142,-0.6527767746315446,-1.0622908000392195,-1.1054604327885094,-0.1959292077356635,1.7110903491073326,-0.9910379121449165,0.851278284826554,-0.8169319458772671
74,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,0.9379290035181224,0.27340418082454443,1.0689158652810955,-0.6423229576763064,-1.0493546853004447,-1.1390783671734916,-0.33074856335311315,1.640425592419047,-0.9910379121449165,0.851278284826554,-0.8169319458772671
75,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,0.9379290035181224,0.27340418082454443,1.326292780547153,-0.6319407339777342,-1.0365484467610144,-1.179596389456312,-0.48047027130023995,1.5629686593744865,-0.9910379121449165,0.851278284826554,-0.8169319458772671
76,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.37374292197360376,1.5974108544655377,-0.6216287986782102,-1.023868366219819,-1.179596389456312,-0.6277310745487644,1.5007586523331453,-0.9910379121449165,0.851278284826554,-0.8169319458772671
77,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.5142080494236707,1.526492273465121,-0.6113858852125414,-1.0113108984988717,-1.2200986443647739,-0.7115755373370373,1.4686015294254202,-0.9910379121449165,0.851278284826554,-0.8169319458772671
78,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.3494775626524688,-0.4550707880279376,1.1856584120996034,-0.6012107637679404,-0.9988726604057024,-1.243826979658865,-0.7469345913742098,1.4552395844303063,-0.9910379121449165,0.851278284826554,-0.8169319458772671
79,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.3494775626524688,-0.4550707880279376,0.8136168169494693,-0.5911022398223089,-0.9865504205836033,-1.257862314239668,-0.848046434674662,1.39033596262084,-0.9910379121449165,0.851278284826554,-0.8169319458772671
80,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-0.4550707880279376,1.0805710995927433,-0.5810591527560387,-0.9743410901640469,-1.2522759385612623,-0.9065962434192446,1.3170858878053173,-0.9910379121449165,0.851278284826554,-0.8169319458772671
81,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,1.2559029825361894,-0.5710803745328644,-0.9622417141451911,-1.2592844939141739,-0.9513835399353968,1.2681077205984665,-0.9910379121449165,0.851278284826554,-0.8169319458772671
82,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,-1.4276609998002692,0.6753080739215656,-0.5611648084456395,-0.950249463428764,-1.245290383956763,-0.9185977028981466,1.2242853792733417,-0.9910379121449165,0.851278284826554,-0.8169319458772671
83,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,1.2890189113986796,0.037717665496390614,0.2196830517146346,-0.55131138792318,-0.9383616274549611,-0.5074458048089469,-0.8770593288135362,1.2051517373338776,-0.9910379121449165,0.851278284826554,-0.8169319458772671
84,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,1.6900421660905907,1.1641912855972447,0.6408409042788968,-0.5415190753945928,-0.9265756073814104,0.08446230929054131,-0.8330552113748416,1.1792225599640602,-0.9910379121449165,0.851278284826554,-0.8169319458772671
85,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,1.6248098274540956,1.1641912855972447,0.6638140304031984,-0.5317868612077555,-0.914888909757918,0.15067906839519074,-0.9556616386144912,1.06318633551711,-0.9910379121449165,0.851278284826554,-0.8169319458772671
86,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.3494775626524688,1.1641912855972447,0.5377134071545002,-0.5221137625988288,-0.9032991406536913,-0.007295838541763295,-1.1329764353608531,0.908970800615524,-0.9910379121449165,0.851278284826554,-0.8169319458772671
87,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,0.4858952878460368,1.2153440161227302,0.7213335834445349,-0.5124988227099052,-0.891804000198131,-0.011675741356741997,-1.1581283880744904,0.8406957040799697,-0.9910379121449165,0.851278284826554,-0.8169319458772671
88,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,0.744620744582763,1.2427867126618726,0.9062006914477736,-0.502941109652078,-0.8804012775001755,-0.10811278572409808,-1.3226506441583594,0.7069269036154124,-0.9910379121449165,0.851278284826554,-0.8169319458772671
89,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,0.13107416526637683,1.2427867126618726,0.7905174123301218,-0.49343971561140265,-0.8690888459146277,-0.012900485643277067,-1.4461259055449265,0.5797659599640305,-0.9910379121449165,0.851278284826554,-0.8169319458772671
90,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,1.3470801475283238,1.2802143626212465,0.5605945404365039,-0.48399375599537964,-0.8578646586269623,0.1861616521056784,-1.5812546837461612,0.4652578691198891,-0.9910379121449165,0.851278284826554,-0.8169319458772671
91,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,1.3470801475283238,0.33749879702360197,0.3554381421210625,-0.47460236861774635,-0.8467267445308305,-0.03837019198223834,-1.7138471679729255,0.3637957895297124,-0.9910379121449165,0.851278284826554,-0.8169319458772671
92,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,0.3124434451547342,0.48060287086330217,-0.4652647129195018,-0.8356732043749142,-0.18771614415565846,-1.8142884992132684,0.2726582157216844,-0.9910379121449165,0.851278284826554,-0.8169319458772671
93,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,0.3124434451547342,0.5148532657329667,-0.4559799692242248,-0.8247022071579433,-0.35483996435080045,-1.90698061746543,0.19089581044103915,-0.9910379121449165,0.851278284826554,-0.8169319458772671
94,BCSE_KBS,Building,R1,August,Corn,-0.02028734711094729,0.48105603672270186,-0.9548399884824798,0.19159229135077233,0.5949551541991621,-0.4467473380258625,-0.8138119867526373,-0.5107623768319797,-1.988956089590319,0.11794607480944747,-0.9910379121449165,0.851278284826554,-0.8169319458772671
